"Bundesland";"Politische Gemeinde";"Lagerbezeichnung";"Lagerinsassen und Geschichte";"Lokalisierung";"Grundstücksnummern";"Koordinaten";"Literatur und Quellenangaben"
"Oberösterreich";"Zwangsarbeiterinnen unter Lagerbedingungen";"Bestehendes Schlossgebäude";"";"KG Windern, 50216. Windern 1";"2797/2";"13,792861, 48,024839";"Schoißengeier 1969"
"Oberösterreich";"Ebensee";"Außenlager Ebensee";"KZ-Häftlinge. Außenlager des KZ Mauthausen namens „Zement“, „Kalk“, „Solvay“, „Dachs II“ oder „Taube I“. Heute Lagertorbogen, Friedhof/Gedenkstätte, Stollenanlagen. Ca. 27 000 Häftlinge (30 % Juden, viele aus Polen, Russland, Ungarn) zur Errichtung von 2 Stollenanlagen für die geplante Unterbringung der Raketenversuchsanstalt, weiters Bedienung von 8 Destillationsanlagen zur Treibstoffherstellung und Kugellagerproduktion der Steyr-Daimler-Puch AG. Lager in unmittelbarer Nähe des Ortes, Stollen in den Bergen im Süden und Südosten";"KG Ebensee, 42003";"1310, .1311, 616/64, 616/65, 616/66, 616/67, 616/69, 616/70, 616/71, 616/681, 616/689";"13,757972, 47,787611";"Benz und Distel 2006, 354–360. https://www.mauthausen-guides.at/ aussenlager/kz-aussenlager-ebensee"
"Oberösterreich";"Ebensee";"Ebensee Lager 403";"Zwangsarbeiter:innen. Geplante Unterbringung von Zwangsarbeiter:innen für Rüstungsindustrie. Zwei erhaltene Gebäude beiderseits der Offenseestraße, drittes Gebäude (Offenseestraße 101, Gst. Nr. .1154) nicht mehr erhalten, vor 2017 zerstört, im Kataster vom Oktober 2019 jedoch noch als Gebäude verzeichnet";"KG Ebensee, 42003. Offenseestraße 30";"1154, .1155, .1156";"13,748018, 47,780711";"Quatember 2006, 23–24; Quatember 2020, 14–21. https://de.wikipedia.org/wiki/Liste_der_denkmalgesch%C3%BCtzten_Objekte_in_Ebensee_am_Traunsee"
"Oberösterreich";"Eberschwang";"Eberschwang Heim für fremdvölkische Kinder";"Kinderheim von Zwangsarbeiterinnen unter Lagerbedingungen. Genaue Lage unbekannt";"KG Eberschwang, 46108";"";"";"Rafetseder 2007"
"Oberösterreich";"Edt bei Lambach";"Außenlager KZ Gunskirchen";"KZ-Häftlinge. Sammel- und Auffanglager. Außenlager des KZ Mauthausen für bis zu 20 000 großteils ungarische jüdische Häftlinge. Insgesamt 10 Baracken und eine SS-Baracke (Baracke 11), heute durch ca. 20 cm eingetiefte Flächen sowie ein freiliegendes Betonfundament erkennbar, weiters mindestens 4 rechteckige kellerartige Gruben aus Beton (Fäkaliengruben) auf Gst. Nr. 117/1, südlich der Straße rechteckige Betonfundamente (Öfen?) der ehemaligen SS-Baracke und zwei Gruben. 2,3 km südlich der Pfarrkirche von Gunskirchen, östlich der Traun, in einem Wald der Flur Gerichtsholz";"KG Kreisbichl, 51115. Gerichtsholz";"109, 110/1, 110/2, 113/1, 113/2, 114, 115, 117/1, 117/2, 824/3. Massengräber: 66/1 (Süden), 67/1, 67/3, 114 (Osten), 115 (Osten)";"13,937822, 48,117442";"Benz und Distel 2006, 368–370; Theune-Vogt 2011a; Theune-Vogt 2011b; Burger 2019; Theune 2019; Schlackl o. J. https://www.mauthausen-guides.at/aussenlager/ kz-aussenlager-gunskirchen"
"Oberösterreich";"Eferding";"Lager im Pfarrhof Eferding";"„Lager“, Funktion und Lage unklar";"KG Eferding, 45005";"";"";"Schoißengeier 1969"
"Oberösterreich";"Engerwitzdorf";"Stollenanlage Niederthal";"KZ-Häftlinge. Arbeitsstätte, etwa 85 m lange Stollenanlage, durch Probesprengungen der DEST mit KZ-Häftlingen errichtet. Im Wald zwischen den Orten Niederthal und Edtsdorf, unmittelbar südlich des Thalinger Baches, Bereich Sandgrube Niederthal-Toanaholz";"KG Klendorf, 45629";"2940, 2941, 2947";"14,467442, 48,304705";"Reichl 1997"
"Oberösterreich";"Enns";"Auffanglager Mauthausen-Donauhafen";"Kriegsgefangene. Auffanglager für invalide sowjetische Kriegsgefangene, „Lager Donauschiff“, 736 Häftlinge. Donaulände, genaue Lage unbekannt";"KG Enns, 45102";"";"14,499681, 48,235501";"Maršálek 1995; Haider und Marckhgott 2001, 179"
"Oberösterreich";"Enns";"Außenlager Enns";"KZ-Häftlinge. Außenlager oder Außenkommando des KZ Mauthausen. Ob in Enns (oder Ennsdorf) ein eigenes Häftlingslager bestand, ist nicht bekannt. Ca. 2000 Häftlinge zum Bau von Bunkern und Befestigungsanlagen eingesetzt";"KG Enns, 45102";"";"14,466306, 48,211833";"Benz und Distel 2006. https://www. mauthausen-guides.at/aussenlager/kz-aussenlager-enns"
"Oberösterreich";"Feldkirchen an der Donau";"Umsiedlerlager Faustschlößl Landshaag";"Umsiedler:innen. Umsiedlerlager im heute bestehenden Schlossgebäude";"KG Landshaag, 45613. Oberlandshaag 72";"402";"14,032934, 48,369102";"Schoißengeier 1969"
"Oberösterreich";"Fischlham";"Umsiedlerlager Schloss Bernau Fischlham";"Umsiedler:innen. Umsiedlerlager im Schloss Bernau";"KG Fischlham, 51205. Schloßallee 2";"66/1?";"13,946474, 48,089251";"Schoißengeier 1969"
"Oberösterreich";"Freinberg";"Freinberg Gemeindehaus Umsiedlerlager";"Umsiedler:innen. Umsiedlerlager, Lage unklar";"KG Haibach, 48216. , oder KG Hinding,48217";"";"";"Schoißengeier 1969"
"Oberösterreich";"Gallneukirchen";"Riedegg bei Gallneukirchen";"Umsiedler:innen. Umsiedlerlager. Lage unklar";"KG Gallneukirchen, 45624";"";"";"Schoißengeier 1969"
"Oberösterreich";"Garsten";"Strafanstalt Garsten";"Sträflinge. Strafanstalt, auch politische Häftlinge. Zwangsarbeit für Steyr-Daimler- Puch, Luftschutzbunkerbau, Kraftwerksbau Ternberg. Im ehemaligen Benediktinerkloster, heute Justizanstalt";"KG Garsten, 49206. Am Platzl 1";"62/1";"14,406655, 48,021363";"Rafetseder 2007, 509, 512–522. http://www. mkoe-steyr.net/buch-justizanstalt-garsten-1938-1945-erschienen/"
"Oberösterreich";"Garsten";"Wohnlager 76 Rosenau";"Kriegsgefangene und Zwangsarbeiter. „Wohnlager 76“, Lager für Zwangsarbeiter, Kriegsgefangene und Zivilarbeiter der Hermann-Göring-Werke, für Einrichtungsarbeiten am geplanten Kraftwerksbau. Bei Ennskraftwerk Rosenau";"KG Lahrndorf, 49215";"";"14,377608, 47,993365";"Rathkolb und Freund 2014, 51"
"Oberösterreich";"Gramastetten";"Umsiedlerlager Großamberg Oberkoglerhof";"Umsiedler:innen. Umsiedlerlager. Lage unklar";"KG Gramastetten, 45611";"";"";"Schoißengeier 1969"
"Oberösterreich";"Grein";"Außenlager Grein";"KZ-Häftlinge. Außenlager oder Außenkommando des KZ Mauthausen; ob im Bereich des Schlosses Greinburg ein eigenes Häftlingslager bestand, ist unbekannt. 120 Häftlinge im Auftrag der Baufirma Koller zum Ausbau der Kellerräume des Schlosses zu Maschinenhallen, zum Bau einer Wohnanlage und von Fertigungsbaracken sowie zur Arbeit in einer Flugzeugfabrik eingesetzt";"KG Grein, 43005. Greinburg 1";"1";"14,852944, 48,226167";"Benz und Distel 2006, 363–365. https://www.mauthausen-guides.at/aussenlager/ kz-aussenlager-grein"
"Oberösterreich";"Grieskirchen";"Fremdenheim St";"Rafael, Bad Schallerbach. Zwangsarbeiter:innen? Lage unklar";"KG Grieskirchen, 44007";"";"";"Schoißengeier 1969"
"Oberösterreich";"Gunskirchen";"Außenlager Wels I";"KZ-Häftlinge. Außenlager des KZ Mauthausen namens „Wels I“, „Waldwerke“, „Notbehelfsheimbau“, „SS-Arbeitslager Gunskirchen“, ca. 400 Hälftlinge, teils in einer Volksschule in Gunskirchen untergebracht. Exakte Lage unbekannt. Einsatz zum Bau des Lagers Gunskirchen und des Notbehelfsheimes I";"KG Straß, 51235";"";"13,943108, 48,134034";"Benz und Distel 2006, 368–370. https://www.mauthausen-guides.at/ aussenlager/kz-aussenlager-wels-i"
"Oberösterreich";"Haag am Hausruck";"Umsiedlerlager Haag am Hausruck";"Umsiedler:innen. Umsiedlerlager. Lage unklar";"KG Obernhaag, 44117. oder KG Niedernhaag, 44116";"";"";"Schoißengeier 1969"
"Oberösterreich";"Haigermoos";"Arbeitserziehungslager St";"Pantaleon. „Asoziale“, Zwangsarbeiter. Arbeitserziehungslager, etwa 80 Häftlinge zum Einsatz bei Flussregulierungsarbeiten in Moosbach. Areal des heutigen Gasthofs „Schwarzer Adler“";"KG Haigermoos, 40310. Weyer 6";"370/1, 370/2, 371";"12,877108, 48,035774";"www.lager-weyer.at"
"Oberösterreich";"Haigermoos";"Lager St";"Pantaleon-Weyer. Roma und Sinti. Arbeitserziehungslager, Zwangslager für Sinti und Roma. 1941 „Zigeuneranhaltelager“, 345 Häftlinge bei Zwangsarbeit zur Regulierung der Moosach, auf Anwesen des Gastwirtes Geratsdorfer in Weyer (heute Gasthaus Schwarzer Adler)";"KG Haigermoos, 40310. Weyer 6";"11, .12, 367, 370/1, 371";"12,877705, 48,035940";"Baumgartner o. J., 15–16. http://www.lager-weyer.at/geschichte.html"
"Oberösterreich";"Haigermoos";"Zigeuneranhaltelager St";"Pantaleon. Roma und Sinti. „Zigeuneranhaltelager“ für oberösterreichische Roma, Einsatz bei Entwässerungsprojekten und in der Landwirtschaft, ca. 250 Männer Frauen und Kinder. Areal des heutigen Gasthofs „Schwarzer Adler“";"KG Haigermoos, 40310. Weyer 6";"370/1, 370/2, 371";"12,877108, 48,035774";"www.lager-weyer.at"
"Oberösterreich";"Hartkirchen beziehungsweise Pupping";"Kriegsgefangenenlager Pupping";"Kriegsgefangene. STALAG XVII D als Zweiglager des STALAG Krems-Gneixendorf, ab 1941 STALAG 231, ab 1942 STALAG 397, 1943 STALAG von Wagna nach Pupping verlegt (STALAG 398); 5 Holzbaracken, Kommandantur im Franziskanerkloster. Lager zwischen Pupping (Süden), Karling (Westen), Hartkirchen (Norden) und Donau, südlich der Bahnlinie Wels–Aschach, Richtung Pupping begrenzt durch Straße Richtung Ruine Schaunburg";"KG Hartkirchen, 45013. beziehungsweise KG Pupping, 45025";"14,000763. 48,338090. Stelzl-Marx 2000, 25";"";"Speckner 2003, 260–261; Sedlbauer 2009, 81–82"
"Oberösterreich";"Hartkirchen";"Kriegsgefangenenlager Pupping, Friedhof";"Kriegsgefangene. Lagerfriedhof, nordwestlich der Straße Deinham–Aschach, Lager selbst zwischen Pupping (Süden), Karling (Westen), Hartkirchen (Norden) und Donau, südlich der Bahnlinie Wels–Aschach, Richtung Pupping begrenzt durch Straße Richtung Ruine Schaunburg";"KG Hartkirchen, 45013";"3357";"14,008903, 48,349836";"Stelzl-Marx 2000, 25; Speckner 2003, 260–261; Sedlbauer 2009, 81–82"
"Oberösterreich";"Hofkirchen im Mühlkreis";"Schloss Marsbach";"Lager, Opfergruppe unklar. Im bestehenden Schlossgebäude";"KG Hofkirchen, 47103. Marsbach 1";"1";"13,823112, 48,458172";"Schoißengeier 1969"
"Oberösterreich";"Hörsching";"Zwangsarbeiter im Flughafen Linz-Hörsching";"Zwangsarbeiter am Flughafenareal";"KG Neubau, 45307";"";"14,190906, 48,239721";"Zauner 2006, 15"
"Oberösterreich";"Katsdorf";"Außenlager Gusen III";"KZ-Häftlinge. Außenlager des KZ Mauthausen mit Unterkunftsbaracke, Küchenbaracke, Krankenbaracke, Latrine. 300 Häftlinge, Zwangsarbeit in Großbäckerei und angrenzendem Ziegelwerk. Unmittelbar neben dem Ort Lungitz, nebenan Ziegelei. Rund 300 m südsüdwestlich des Bahnhofsgebäudes";"KG Bodendorf, 43102";"2391, 2398, 2406, 2411, 3043/45, 3043/53, 3592, 3593";"14,476061, 48,287728";"Reichl 2000; Benz und Distel 2006, 380–382"
"Oberösterreich";"Klam";"Fremdvölkisches Kinderheim";"Kinderheim für Zwangsarbeiterkinder unter Lagerbedingungen. Genaue Lage unklar, Baracke";"KG Clam, 43008";"";"";"Schoißengeier 1969"
"Oberösterreich";"Klaus an der Pyhrnbahn";"Umsiedlerlager Schloss Klaus";"Umsiedler:innen. Umsiedlerlager im heute bestehenden Schlossgebäude";"KG Klaus, 49106";"91, .92, 412, 413, 414";"14,154468, 47,823622";"Schoißengeier 1969"
"Oberösterreich";"Kremsmünster";"Umsiedlerlager Schloss Kremsegg";"Umsiedler:innen. Umsiedlerlager im heute bestehenden Schlossgebäude";"KG Kremsegg, 51010";"31/1";"14,145209, 48,054352";"Schoißengeier 1969"
"Oberösterreich";"Kronstorf";"Zwangsarbeiter in Mühlrading";"Kriegsgefangene und Zwangsarbeiter. Zwangsarbeiterlager für Kraftwerksbau, bei Ennskraftwerk Mühlrading, im Bereich Finkenstraße, Schwalbenstraße, südlicher Teil des Lagers rezent überbaut mit Wohnhäusern, nördlicher Teil landwirtschaftlich genutzt";"KG Kronstorf, 45106. Finkenstraße";"879/1, 879/2, 879/3, 878/5, 878/6, 893, 925 (südlicher Teil), 928 (südlicher Teil)";"14,468345, 48,129819";"Österreichische Kraftwerke 1950a; Rathkolb und Freund 2014, 67–75"
"Oberösterreich";"Laakirchen";"Zwangsarbeiter in Laakirchen";"Zwangsarbeiter. Zwangsarbeiterlager für Papierfabrik Steyrermühl (heute Papiermachermuseum) und Dammbau";"KG Stötten, 42158. Museumsplatz 1";"892/1";"13,796143, 47,991216";"Rafetseder 2007, 395"
"Oberösterreich";"Langenstein";"Außenlager Gusen I";"KZ-Häftlinge. Nebenlager des KZ Mauthausen, Krematoriumsofen, Fundamentreste, Steinbrecher, Steinbrüche, Mauern, Jourhaus, auch Ziegelbaracken für Häftlinge und SS, Lagerbordell, DEST-Gebäude, Infrastruktur. 12 000 Häftlinge in Zwangsarbeit zum Lagerbau, in Steinbrüchen, für Aufbau der Ziegelei Lungitz und Produktion, Stollenbau, Gleisanlagenbau für SDP, Produktion von Bauteilen für Schusswaffen, Flugzeugmotoren für Daimler-Benz, Bauteile für Jagdflugzeug Firma Messerschmitt. Lager zwischen den Ortschaften Langenstein und Gusen an der Nordseite der von Mauthausen nach St. Georgen an der Gusen führenden Straße";"KG Langenstein, 43104";"332, .333, 654/2, 654/4, 655, 658/5, 1551/1, 1551/8, 1556/3, 1568/58, 1599, 1603/1, 1603/2, 1605/1, 1609, 1610, 1611, 1613/1, 1614/2, 1618/1, 1618/2, 2105/3, 2155, 2156";"14,463969, 48,257014";"Benz und Distel, 2006, 371–380; Krenn 2003; Gruber 2010; Mahringer 2012. https:// www.mauthausen-guides.at/aussenlager/kz-aussenlager-gusen-i"
"Oberösterreich";"Lenzing";"Außenlager KZ Lenzing";"KZ-Häftlinge. Außenlager des KZ Mauthausen in zwei Hallen der stillgelegten Papierfabrik/Papiermühle im Ortsteil Pettighofen, direkt an der Ager. Häftlinge in Zwangsarbeit in Zellwollefabrik. Historischer Straßenverlauf entsprach nicht dem jetzigen, Lagergelände deshalb heute teilweise auch westlich der Straße beziehungsweise darunter";"KG Lenzing, 50313. Agerstraße 38";"1282/1, 1380, 1383/1, 1384/2, 1385/2";"13,607500, 47,962500";"Benz und Distel 2006, 389–391. https://www.mauthausen-guides.at/aussenlager/ kz-aussenlager-lenzing"
"Oberösterreich";"Lenzing";"Lenzing Arbeiterlager Nordost";"Zwangsarbeiter. Zwangsarbeiterlager existierten bereits Jahre vor KZ Lenzing, hunderte Arbeiter, 2 Barackenlager (möglicherweise für Lenzinger Zellulosefabrik) auf Fotos der USAF erkennbar";"KG Lenzing, 50313. Pichlwanger Straße";"1120";"13,620064, 47,979584";"Engel und Radzyner 1999, 195–199. www.mauthausen-guides.at/aussenlager/kz-aussenlager-lenzing"
"Oberösterreich";"Lenzing";"Lenzing Arbeiterlager Süd";"Zwangsarbeiter. Zwangsarbeiterlager bereits Jahre vor KZ Lenzing, hunderte Arbeiter, 2 mögliche Barackenlager für Lenzinger Zellulosefabrik auf Fotos der USAF erkennbar";"KG Lenzing, 50313. Agerstraße";"1308, 1333/1";"13.608370, 47,968367";"Engel und Radzyner 1999, 195–199. www.mauthausenguides.at/aussenlager/kz-aussenlager-lenzing"
"Oberösterreich";"Leonding";"Zwangsarbeiter in Leonding";"Zwangsarbeiter. Zwangsarbeiter in Meierei und Gärtnerei von enteigneter Waisenhauskolonie „Gut Hart“ (heute Peter-Petersen Landesschule)";"KG Leonding, 45306. St. Isidor 5";"2101/23";"14,265940, 48,264606";"Rafetseder 2007, 205"
"Oberösterreich";"Linz und/oder Traun";"Kriegsgefangenenlager Wegscheid";"Kriegsgefangene. Kriegsgefangenenlager im Stadtteil Wegscheid";"KG Kleinmünchen, 45202. und/oder KG Traun, 45311";"";"14,268318, 48,245305";"http://www.osk.at/ Kriegsgraeber/KG_Ooe/Ooe_wegscheid.htm"
"Oberösterreich";"Linz";"Arbeiterlager Dornach";"Zwangsarbeiter. „Städtisches Arbeiterlager Dornach“. Bereich zwischen Johann-Wilhelm-Klein-Straße (Westen), Tschernemblweg/Straßenbahnlinie 1/2 (Süden), Altenberger Straße/Stadtbibliothek Dornach/Sompark (Osten), JKU Areal/Biologiezentrum Dornach (Norden)";"KG Katzbach, 45214";"885, .886, .887, .888, .889, .890, .891, .892, .893, .894, 750/3, 750/4, 750/5, 750/6, 764/1, 764/15, 764/17, 764/52, 767/2, 767/3, 767/4, 767/5, 767/6, 769/1, 769/11, 769/12, 769/13, 769/14, 769/22, 769/24, 769/26, 769/27, 769/30, 769/32, 769/33, 769/34, 769/55, 769/59, 770/1, 770/5, 770/6, 770/8, 771/1, 771/3, 778/1, 778/2, 778/3, 778/5, 778/7, 778/8, 778/10, 778/11, 778/21, 778/22, 778/23, 778/24, 778/26, 778/29, 778/30, 778/31, 778/32, 778/34, 780/2, 781/1, 781/10, 781/11, 781/12, 781/16";"14,312396, 48,335772";"Rafetseder 2016; Stadtarchiv Linz, Plan Löschwasserversorgung Linz-Donau 1944, Blatt Großraum Linz 190 – St. Magdalena"
"Oberösterreich";"Linz";"Arbeitserziehungslager Linz-Schörgenhub";"Zwangsarbeiter. Arbeitserziehungslager, Barackenlager auf 1,8 ha für bis zu 1000 Häftlinge, unter Leitung der Gestapo. Zwangsarbeit zum Bau der Reichsbahn. Bereich zwischen Hainbuchenweg (Norden, Westen), Neubauzeile (Süden), und Daimlerstraße (Osten, Südosten), beidseitig der Siemensstraße";"KG Kleinmünchen, 45202. Ecke Siemensstraße/Daimlerstraße";"935/1, 935/20, 935/21, 935/25, 935/26, 935/27, 949/2, 949/3, 949/12, 949/13, 949/19, 949/23, 949/60, 949/63, 949/65, 949/66, 2043/2, 2780";"14,286490, 48,247151";"ITS 1979, 682; Rafetseder 2004, 523–539; Todter 2013; Stadtarchiv Linz, Plan Löschwasserversorgung Linz-Donau 1944, Blatt Großraum Linz 314 – Basis Westpunkt"
"Oberösterreich";"Linz";"Ausländerbordell Villa Nova Linz";"Zwangsprostituierte. Bordell. Zwangsarbeiterinnen vorwiegend tschechischer Herkunft (mindestens 1 französischer Herkunft) als Prostituierte, für bei Bauvorhaben in Linz eingesetzte Zwangsarbeiter aus dem Protektorat Böhmen und Mähren geplant und gebaut. Areal zwischen Gebäude des WIFI OÖ, Wolfgang-Pauli-Straße und Wankmüllerhofstraße";"KG Waldegg, 45210. Wankmüllerhofstraße 39";"323/2";"14,306430, 48,279804";"Rafetseder 2001, 1165–1167"
"Oberösterreich";"Linz";"Außenlager Linz I";"KZ-Häftlinge. Außenlager des KZ Mauthausen, „SS-Arbeitslager Linz“. Vier Massivbauten, 950 Häftlinge in Zwangsarbeit zum Lageraufbau, für Straßenbau, Bau und Produktion der Schlackenverwertungsanlage des DEST-Betriebs. Auf dem Gelände der Hütte Linz, Wertstoffzentrum, im Bereich der Brecheranlage";"";"";"";""
"Oberösterreich";"KG St";"Peter, 45208";"Sinterstraße Ost. 978/8";"";"";"14,349808, 48,276312";"Lackner 1987, 217–272; Rafetseder 2001; Benz und Distel 2006, 392–394. https://www.mauthausen-guides.at/aussenlager/kz-aussenlager-linz-i"
"Oberösterreich";"Linz";"Außenlager Linz II";"KZ-Häftlinge. Außenlager des KZ Mauthausen, Unterbringung von 285 Häftlingen in einem Stollen (Braukeller „Märzenkeller“), an dessen Ausbau (Bauernberg-Stollen) sie arbeiten mussten, Bau von Luftschutzbunkern. Im Bauernberg unter dem heutigen Botanischen Garten, dort dazu eine kleine Gedenkstätte";"KG Linz, 45203. Roseggerstraße 18–20";"2702/41";"14,277458, 48,296265";"Benz und Distel 2006, 394–398; Stadtarchiv Linz, Plan Löschwasserversorgung Linz-Donau 1944, Blatt Großraum Linz 239 – Linz a. D. Mitte. https://www.mauthausen-guides.at/aussenlager/kz-aussenlager-linz-ii; https://www.linztourismus.at/assets/ Uploads/Linz-Zeitgeschichte-Plan-DE.pdf"
"Oberösterreich";"Linz";"Außenlager Linz III";"KZ-Häftlinge. Außenlager des KZ Mauthausen. 5660 Häftlinge in Zwangsarbeit für Panzerbau in den Eisenwerken Oberdonau, in der Stahlbau GmbH und in der Hütte Linz, Aufräumarbeiten; zwei Reihen Nordwest-Südost ausgerichteter Holzbaracken auf Betonfundamenten mit gemauerten Schornsteinen, dazwischen geschotterte Wege. Areal zwischen Mühlbachbahnhof beziehungsweise Lunzerstraße und Traun (in der Literatur teils widersprüchliche Angaben, teils fälschlich etwas weiter südlich auf Insel in der Traun lokalisiert, wohl aufgrund des veränderten Verlaufs des Mühl-Baches, der 1944 dem Verlauf der heutigen Lunzerstraße weiter Richtung NO folgte). Heute großteils asphaltierter Parkplatz, südliche Ecke eventuell durch Flussbettänderung der Traun verschwunden";"KG St. Peter, 45208. Lunzerstraße";"677/2, 698/5, 698/6, 698/7, 689/10, 698/12";"14,338793, 48,262655";"Lackner 1987; Rafetseder 2001; Benz und Distel 2006, 398–400; Stadtarchiv Linz, Plan Löschwasserversorgung Linz-Donau 1944, Blatt Großraum Linz 291 – Ufer. https://www.mauthausen-guides. at/aussenlager/kz-aussenlager-linz-iii; https://ncap.org.uk/sites/default/files/frames/download/000/001/055/ NCAP-000-001-055-864.jpg; https://www.mauthausen-guides.at/aussenlager/kz-aussenlager-linz-iii#image-262; https://www.mauthausen-guides.at/aussenlager/kz-aussenlager-linz-iii#image-260"
"Oberösterreich";"Linz";"Durchgangslager 39";"Zwangsarbeiter. Zwangsarbeiterlager, Krankensammellager, 12 Holzbaracken, 1800 Zwangsarbeiter. Im Stadtteil Bindermichl";"KG Waldegg, 45210. Ramsauerstraße 129–143";"1375/1, 1375/13, 1375/21, 1375/22, 1375/23, 1375/33, 1375/34, 1375/35, 1375/36, 1375/37, 1384/15, 1987, 2066/1";"14,289683, 48,267459";"Lackner 1987; Rafetseder 2001; Stadtarchiv Linz, Plan Löschwasserversorgung Linz-Donau 1944, Blatt 289 – Bergern. https://de.wikipedia.org/wiki/Durchgangslager_39"
